source_url,target_url,status_code
https://enricbaltasar.com/wp-content/uploads/2015/01/curso-esperanto-ramon-morales-castel-lecciones-1-10.pdf,https://enricbaltasar.com/pdf/curso-esperanto-ramon-morales-castel-lecciones-1-10.pdf,301
https://enricbaltasar.com/wp-content/uploads/2015/01/curso-esperanto-ramon-morales-castel-lecciones-11-19.pdf,https://enricbaltasar.com/pdf/curso-esperanto-ramon-morales-castel-lecciones-11-19.pdf,301
https://enricbaltasar.com/wp-content/uploads/2015/01/kurso-jubilo-1.pdf,https://enricbaltasar.com/pdf/kurso-jubilo-1.pdf,301
https://enricbaltasar.com/wp-content/uploads/2015/01/kurso-jubilo-2.pdf,https://enricbaltasar.com/pdf/kurso-jubilo-2.pdf,301
https://enricbaltasar.com/wp-content/uploads/2015/01/kurso-jubilo-3.pdf,https://enricbaltasar.com/pdf/kurso-jubilo-3.pdf,301
https://enricbaltasar.com/wp-content/uploads/2015/01/kurso-jubilo-4.pdf,https://enricbaltasar.com/pdf/kurso-jubilo-4.pdf,301
https://enricbaltasar.com/wp-content/uploads/2015/01/kurso-jubilo-5.pdf,https://enricbaltasar.com/pdf/kurso-jubilo-5.pdf,301
https://enricbaltasar.com/wp-content/uploads/2015/01/kurso-jubilo-6.pdf,https://enricbaltasar.com/pdf/kurso-jubilo-6.pdf,301
https://enricbaltasar.com/wp-content/uploads/2015/01/kurso-jubilo-7.pdf,https://enricbaltasar.com/pdf/kurso-jubilo-7.pdf,301
https://enricbaltasar.com/wp-content/uploads/2015/01/kurso-jubilo-8.pdf,https://enricbaltasar.com/pdf/kurso-jubilo-8.pdf,301
https://enricbaltasar.com/wp-content/uploads/2015/01/kurso-jubilo-9.pdf,https://enricbaltasar.com/pdf/kurso-jubilo-9.pdf,301
https://enricbaltasar.com/wp-content/uploads/2015/01/kurso-jubilo-10.pdf,https://enricbaltasar.com/pdf/kurso-jubilo-10.pdf,301
https://enricbaltasar.com/wp-content/uploads/2015/01/sabe-usted-esperanto-jorge-hess.pdf,https://enricbaltasar.com/pdf/sabe-usted-esperanto-jorge-hess.pdf,301
https://enricbaltasar.com/wp-content/uploads/2015/03/baile-correlativos-esperanto.pdf,https://enricbaltasar.com/pdf/baile-correlativos-esperanto.pdf,301
https://enricbaltasar.com/wp-content/uploads/2016/08/gonzalo-jose-carracedo-carballal.pdf,https://enricbaltasar.com/pdf/gonzalo-jose-carracedo-carballal.pdf,301
https://enricbaltasar.com/wp-content/uploads/2016/12/curriculum-arturo-crespo.pdf,https://enricbaltasar.com/pdf/curriculum-arturo-crespo.pdf,301
https://enricbaltasar.com/wp-content/uploads/2016/12/curriculum-leandro-silvestre-de-macedo.pdf,https://enricbaltasar.com/pdf/curriculum-leandro-silvestre-de-macedo.pdf,301
https://enricbaltasar.com/wp-content/uploads/2017/12/la-ofteco-de-la-esperantaj-korelativoj-simpson.pdf,https://enricbaltasar.com/pdf/la-ofteco-de-la-esperantaj-korelativoj-simpson.pdf,301
https://enricbaltasar.com/wp-content/uploads/2015/02/familio-anoj.pptx,https://enricbaltasar.com/pdf/familio-anoj.pptx,301
https://enricbaltasar.com/wp-content/uploads/2015/02/familio-rilatoj.pptx,https://enricbaltasar.com/pdf/familio-rilatoj.pptx,301
https://enricbaltasar.com/wp-content/uploads/2015/01/legado-eta-princo-sepa-cxapitro.ogg,https://enricbaltasar.com/audio/legado-eta-princo-sepa-cxapitro.ogg,301
https://enricbaltasar.com/wp-content/uploads/2015/02/alfabeto-esperanto.ogg,https://enricbaltasar.com/audio/alfabeto-esperanto.ogg,301
https://enricbaltasar.com/wp-content/uploads/2015/02/frazo-cxiujn-literojn.ogg,https://enricbaltasar.com/audio/frazo-cxiujn-literojn.ogg,301
https://enricbaltasar.com/wp-content/uploads/2015/06/mi-agxas-dudek.ogg,https://enricbaltasar.com/audio/mi-agxas-dudek.ogg,301
https://enricbaltasar.com/wp-content/uploads/2015/06/numeroj-1-gxis-9.ogg,https://enricbaltasar.com/audio/numeroj-1-gxis-9.ogg,301
https://enricbaltasar.com/wp-content/uploads/2015/06/numeroj-10-100.ogg,https://enricbaltasar.com/audio/numeroj-10-100.ogg,301
https://enricbaltasar.com/wp-content/uploads/2015/06/numeroj-repaso.ogg,https://enricbaltasar.com/audio/numeroj-repaso.ogg,301
https://enricbaltasar.com/wp-content/uploads/2015/06/juego-ahorcado.jpg,https://enricbaltasar.com/images/juego-ahorcado.jpg,301
https://enricbaltasar.com/wp-content/uploads/2016/12/pedro-salinas.jpg,https://enricbaltasar.com/images/projects/pedro-salinas.jpg,301
https://enricbaltasar.com/wp-content/uploads/2017/02/gracias.jpg,https://enricbaltasar.com/images/gracias.jpg,301
https://enricbaltasar.com/wp-content/uploads/2018/01/presentacion-ecy-eslovaquia.jpg,https://enricbaltasar.com/images/presentacion-ecy-eslovaquia.jpg,301
https://enricbaltasar.com/wp-content/uploads/2018/03/encuentro-juvenil-esperanto-alemania.jpg,https://enricbaltasar.com/images/encuentro-juvenil-esperanto-alemania.jpg,301
https://enricbaltasar.com/wp-content/uploads/2023/04/nomad-gene-book-cover.jpg,https://enricbaltasar.com/images/projects/nomad-gene-book-cover.jpg,301
https://enricbaltasar.com/wp-content/uploads/2024/10/duolingo-esperanto-spanish-course.png,https://enricbaltasar.com/images/projects/duolingo-esperanto-spanish-course.png,301
https://enricbaltasar.com/wp-content/uploads/2030/10/read-fast-kindle-book.png,https://enricbaltasar.com/images/read-fast-kindle-book.png,301
